,Job Title,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Starting Salary,End Salary
576,Senior Data Analyst,4.5,Novetta,"Herndon, VA","Mc Lean, VA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),138000,158000
577,Information Systems Engineering Specialist (Engineering Scientist),3.8,Applied Research Laboratories,"Austin, TX","Austin, TX",501 to 1000 employees,Unknown,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,138000,158000
578,Cloud Data Engineer (Azure),3.9,Navy Federal Credit Union,"Merrifield, VA","Vienna, VA",10000+ employees,1933,Other Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,138000,158000
579,Scientist/Research Associate-Metabolic Engineering,2.0,Conagen,"New Bedford, MA","Bedford, MA",51 to 200 employees,Unknown,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,138000,158000
580,"Vice President, Biometrics and Clinical Data Management",4.8,Alector,"South San Francisco, CA","South San Francisco, CA",51 to 200 employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,138000,158000
581,Enterprise Data Analyst (Enterprise Portfolio Management Office),3.9,Navy Federal Credit Union,"Merrifield, VA","Vienna, VA",10000+ employees,1933,Other Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,138000,158000
582,Senior Scientist - Toxicologist - Product Integrity (Stewardship),3.3,Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),138000,158000
583,Lead Data Scientist – Network Analysis and Control,3.3,MITRE,"Bedford, MA","Bedford, MA",5001 to 10000 employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),138000,158000
584,Senior Machine Learning Engineer,5.0,LifeOmic,"Raleigh, NC","Indianapolis, IN",51 to 200 employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,138000,158000
585,"Sr. Research Associate/ Scientist, NGS prep & Molecular Genomics",4.4,"Homology Medicines, Inc.","New Bedford, MA","Bedford, MA",51 to 200 employees,Unknown,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,138000,158000
586,Data Engineer,3.4,Spectrum Communications and Consulting,"Chicago, IL","Chicago, IL",51 to 200 employees,1992,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),138000,158000
587,Developer III - Data Science,3.3,Inland Empire Health Plan,"Rancho Cucamonga, CA","Rancho Cucamonga, CA",1001 to 5000 employees,1996,Company - Public,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),138000,158000
588,Senior Data Engineer,2.9,Affinity Solutions,"New York, NY","New York, NY",51 to 200 employees,1998,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,138000,158000
589,Hydrogen/Tritium Materials Scientist (Experienced),3.8,Sandia National Laboratories,"Livermore, CA","Albuquerque, NM",10000+ employees,1949,Government,Federal Agencies,Government,$2 to $5 billion (USD),138000,158000
590,Data Engineer,3.5,Maxar Technologies,"McLean, VA","Westminster, CO",5001 to 10000 employees,Unknown,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),138000,158000
591,Patient Safety- Associate Data Scientist,4.0,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),80000,132000
592,Senior Data Scientist,4.0,Autodesk,"San Francisco, CA","San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),80000,132000
593,Data Scientist,3.4,USI,"Southfield, MI","Saint Paul, MN",1001 to 5000 employees,1998,Company - Private,Construction,"Construction, Repair & Maintenance",$100 to $500 million (USD),80000,132000
594,Data Scientist,3.9,GSK,"Collegeville, PA","Brentford, United Kingdom",10000+ employees,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),80000,132000
595,Data Scientist,3.8,CIA,"Washington, DC","Langley, VA",Unknown,1947,Government,Federal Agencies,Government,Unknown / Non-Applicable,80000,132000
596,Data Scientist,4.5,Maven Wave Partners,"Chicago, IL","Chicago, IL",201 to 500 employees,2008,Company - Private,Consulting,Business Services,$50 to $100 million (USD),80000,132000
597,Data Scientist,4.3,Ovative Group,"Minneapolis, MN","Minneapolis, MN",51 to 200 employees,2009,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),80000,132000
598,Data Scientist,3.6,Kognetics,"Gahanna, OH","New York, NY",1 to 50 employees,Unknown,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,80000,132000
599,Data Scientist,2.9,Envision Healthcare,"Nashville, TN","Nashville, TN",10000+ employees,2005,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,80000,132000
600,Data Scientist,2.9,"Pragmatics, Inc.",United States,"Reston, VA",201 to 500 employees,1985,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),80000,132000
601,Data Scientist,3.2,ConsumerTrack,California,"Los Angeles, CA",51 to 200 employees,2004,Company - Private,Internet,Information Technology,$25 to $50 million (USD),80000,132000
602,Decision Scientist,4.5,Johns Hopkins University Applied Physics Laboratory,"Laurel, MD","Laurel, MD",5001 to 10000 employees,1942,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),80000,132000
603,Data Scientist - TS/SCI FSP or CI Required,5.0,Phoenix Operations Group,"Annapolis Junction, MD","Woodbine, MD",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),80000,132000
604,Data Scientist,3.5,Crossover Health,"San Clemente, CA","Aliso Viejo, CA",1 to 50 employees,2010,Company - Private,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),80000,132000
605,Data Scientist,4.0,Lorven Technologies Inc,"New York, NY","Plainsboro, NJ",1 to 50 employees,Unknown,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),80000,132000
606,Data Scientist,4.4,Meridian Knowledge Solutions,"Washington, DC","Reston, VA",51 to 200 employees,1997,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),80000,132000
607,Data Scientist,4.2,UST Global,"Atlanta, GA","Aliso Viejo, CA",10000+ employees,1999,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),80000,132000
608,Data Scientist,3.2,IMG Systems,"Plano, TX","Plano, TX",1 to 50 employees,Unknown,Company - Private,Consulting,Business Services,$1 to $5 million (USD),80000,132000
609,Data Scientist,3.4,Trident Systems Inc,"Fairfax, VA","Fairfax, VA",51 to 200 employees,1985,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),80000,132000
610,Data Scientist,4.7,"Tygart Technology, Inc","Washington, DC","Fairmont, WV",1 to 50 employees,Unknown,Company - Private,Unknown,Unknown,$1 to $5 million (USD),80000,132000
611,(Sr.) Data Scientist -,3.6,Merrick Bank,Utah,"South Jordan, UT",201 to 500 employees,1997,Company - Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable,87000,141000
612,Senior Data Scientist,4.2,ManTech,"Alexandria, VA","Herndon, VA",5001 to 10000 employees,1968,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),87000,141000
613,Data Scientist,1.0,"GrainBridge, LLC","Omaha, NE",Unknown,-1,Unknown,-1,Unknown,Unknown,-1,87000,141000
614,Data Scientist,3.2,First Health Group,"Wellesley, MA","Bethesda, MD",10000+ employees,1853,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),87000,141000
615,Data Scientist,1.0,Sprezzatura Management Consulting,"Washington, VA","McLean, VA",Unknown,Unknown,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,87000,141000
616,Data Scientist,2.8,"Progress Rail, A Caterpillar Company","Fort Worth, TX","Albertville, AL",1001 to 5000 employees,1983,Subsidiary or Business Segment,Rail,Transportation & Logistics,$2 to $5 billion (USD),87000,141000
617,Data Scientist,4.2,UST Global,"Atlanta, GA","Aliso Viejo, CA",10000+ employees,1999,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),87000,141000
618,Data Scientist,4.5,Axiologic Solutions,"Alexandria, VA","Fairfax, VA",51 to 200 employees,2009,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,87000,141000
619,Data Scientist,3.0,Indigo Slate,"Bellevue, WA","Bellevue, WA",51 to 200 employees,2006,Company - Private,Consulting,Business Services,$10 to $25 million (USD),87000,141000
620,Data Scientist,3.3,Cubic,United States,"San Diego, CA",5001 to 10000 employees,1951,Company - Public,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),87000,141000
621,Data Scientist,4.0,Advanced Bio-Logic Solutions Corp,"Thousand Oaks, CA","Westlake Village, CA",1 to 50 employees,Unknown,Company - Private,Unknown,Unknown,Less than $1 million (USD),87000,141000
622,Data Engineer,3.5,Alignment Healthcare,"Orange, CA","Orange, CA",501 to 1000 employees,2013,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,87000,141000
623,Data Scientist,3.5,WGSN,"Baltimore, MD","New York, NY",1 to 50 employees,1998,Company - Private,Consulting,Business Services,$50 to $100 million (USD),87000,141000
624,Data Scientist,3.6,"ISYS Technologies, Inc.","Herndon, VA","Littleton, CO",51 to 200 employees,1990,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),87000,141000
625,Data Scientist,3.0,TransVoyant,"Alexandria, VA","Alexandria, VA",51 to 200 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,87000,141000
626,Data Scientist/Data Analytics Practitioner,4.0,Noblis,"Bridgeport, WV","Reston, VA",1001 to 5000 employees,1996,Nonprofit Organization,Consulting,Business Services,$100 to $500 million (USD),87000,141000
627,Data Scientist,4.6,Murray Resources,"The Woodlands, TX","Houston, TX",1 to 50 employees,1988,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),87000,141000
628,Data Scientist,4.3,Geotab,"Oakville, CA","Oakville, Canada",1001 to 5000 employees,2000,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),87000,141000
629,Data Scientist,4.7,CRS Group,"Chicago, IL","Itasca, IL",51 to 200 employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),87000,141000
630,Data Scientist,3.7,EGlobalTech,"Arlington, VA","Vienna, VA",201 to 500 employees,2004,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,87000,141000
631,"Data Scientist, Kinship - NYC/Portland",3.9,Mars,"New York, NY","Mc Lean, VA",10000+ employees,1911,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),92000,155000
632,Data Scientist,4.9,Avlino,New Jersey,"Holmdel, NJ",1 to 50 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Less than $1 million (USD),92000,155000
633,Data Scientist,3.0,"Central Business Solutions, Inc","Seattle, WA","Fremont, CA",51 to 200 employees,Unknown,Company - Private,Consulting,Business Services,$5 to $10 million (USD),92000,155000
634,Data Scientist,2.5,KeHE Distributors,"Naperville, IL","Naperville, IL",5001 to 10000 employees,1954,Company - Private,Wholesale,Business Services,Unknown / Non-Applicable,92000,155000
635,Data Scientist,3.5,Blackstone Talent Group,"San Francisco, CA","San Francisco, CA",51 to 200 employees,1998,Company - Private,Consulting,Business Services,$25 to $50 million (USD),92000,155000
636,Data Scientist - TS/SCI Required,5.0,Phoenix Operations Group,"Baltimore, MD","Woodbine, MD",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),92000,155000
637,Data Scientist,1.0,Sophinea,"Chantilly, VA",Unknown,1 to 50 employees,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,92000,155000
638,Senior Data Scientist,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",5001 to 10000 employees,Unknown,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),92000,155000
639,Data Scientist,3.0,Moxie Software,"Bellevue, WA","San Bruno, CA",51 to 200 employees,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,92000,155000
640,Data Scientist(s)/Machine Learning Engineer,5.0,Blue Horizon Tek Solutions,"New York, NY","Coconut Creek, FL",1 to 50 employees,1987,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,92000,155000
641,Data Scientist,4.7,Unicom Technologies INC,"Chicago, IL","Naperville, IL",51 to 200 employees,Unknown,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,92000,155000
642,Data Engineer,3.3,Americo Life,"Kansas City, MO","Kansas City, MO",201 to 500 employees,1992,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),92000,155000
643,Data Scientist,3.3,Tokio Marine HCC,"Houston, TX","Houston, TX",1001 to 5000 employees,1974,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,92000,155000
644,Data Scientist,3.5,CACI International,"Chantilly, VA","Arlington, VA",10000+ employees,1962,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),92000,155000
645,"AI/ML - Machine Learning Scientist, Siri Understanding",4.1,Apple,"Santa Clara, CA","Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),92000,155000
646,Data Scientist,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",5001 to 10000 employees,Unknown,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),92000,155000
647,ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,3.9,Southwest Research Institute,"Oklahoma City, OK","San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),92000,155000
648,Data Scientist,4.7,Compass Consulting Group,"Thousand Oaks, CA","Danville, CA",51 to 200 employees,2008,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,92000,155000
649,Data Science Software Engineer,4.8,Klaviyo,"Boston, MA","Boston, MA",201 to 500 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,92000,155000
650,"Scientist / Group Lead, Cancer Biology",1.0,Monte Rosa Therapeutics,"Cambridge, MA",Unknown,-1,Unknown,-1,Unknown,Unknown,-1,92000,155000
651,AI Ops Data Scientist,4.0,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),92000,155000
652,Senior Data Scientist,3.8,GutCheck,"Denver, CO","Denver, CO",51 to 200 employees,2009,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),105000,167000
653,Sr. ML/Data Scientist - AI/NLP/Chatbot,3.8,Juniper Networks,"Cupertino, CA","Sunnyvale, CA",5001 to 10000 employees,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),105000,167000
654,Data Scientist,2.7,Hexagon US Federal,"Lexington Park, MD","Chantilly, VA",51 to 200 employees,2010,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,105000,167000
655,Data Scientist,4.0,Comtech Global Inc,"Washington, DC","Columbus, OH",51 to 200 employees,Unknown,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD),105000,167000
656,Data Scientist,1.0,Berico Technologies,"Fort Belvoir, VA",Unknown,-1,Unknown,-1,Unknown,Unknown,-1,105000,167000
657,Data Scientist,1.0,Kehe Food Distributors,"Naperville, IL",Unknown,-1,Unknown,-1,Unknown,Unknown,-1,105000,167000
658,Data Scientist,3.8,"Aveshka, Inc.","Washington, DC","Arlington, VA",51 to 200 employees,2010,Company - Public,IT Services,Information Technology,$10 to $25 million (USD),105000,167000
659,Data Scientist,3.2,Perspecta,"Adelphi, MD","Chantilly, VA",10000+ employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,105000,167000
660,Data Scientist,1.0,Pactera Edge,"Redmond, WA",Unknown,-1,Unknown,-1,Unknown,Unknown,-1,105000,167000
661,Data Scientist,3.6,Qurate Retail Group,"West Chester, PA","West Chester, PA",10000+ employees,Unknown,Company - Public,Other Retail Stores,Retail,Unknown / Non-Applicable,105000,167000
662,Data Scientist,4.4,"SolutionIT, Inc.","Edison, NJ","Wilmington, MA",51 to 200 employees,Unknown,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,105000,167000
663,Data Scientist,4.1,A-Line Staffing Solutions,"Durham, NC","Utica, MI",501 to 1000 employees,2004,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,105000,167000
664,Data Scientist,1.0,Clear Ridge Defense,"Quantico, VA","Baltimore, MD",1 to 50 employees,Unknown,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,105000,167000
665,Data Scientist,3.8,"Criterion Systems, Inc.","Vienna, VA","Vienna, VA",201 to 500 employees,2005,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),105000,167000
666,Data Scientist,4.0,Foundation Medicine,"Boston, MA","Cambridge, MA",1001 to 5000 employees,2010,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),105000,167000
667,Data Scientist,3.6,TRANZACT,"Fort Lee, NJ","Fort Lee, NJ",1001 to 5000 employees,1989,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,105000,167000
668,Data Scientist,1.0,JKGT,"San Francisco, CA",Unknown,-1,Unknown,-1,Unknown,Unknown,-1,105000,167000
669,Data Scientist,1.0,AccessHope,"Irwindale, CA",Unknown,-1,Unknown,-1,Unknown,Unknown,-1,105000,167000
670,Data Scientist,5.0,ChaTeck Incorporated,"San Francisco, CA","Santa Clara, CA",1 to 50 employees,Unknown,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),105000,167000
671,Data Scientist,2.7,1-800-Flowers,"New York, NY","Carle Place, NY",1001 to 5000 employees,1976,Company - Public,Wholesale,Business Services,$1 to $2 billion (USD),105000,167000
